8 WRITE monitordata 000000ff
392646 WRITE monitoraddr 0000743b
392647 WRITE monitorcmd 00000001
392648 WRITE monitorcmd 00000000
392662 WRITE monitoraddr 0000743c
392663 WRITE monitorcmd 00000001
392664 WRITE monitorcmd 00000000
392678 WRITE monitoraddr 0000743d
392679 WRITE monitorcmd 00000001
392680 WRITE monitorcmd 00000000
392694 WRITE monitoraddr 0000743e
392695 WRITE monitorcmd 00000001
392696 WRITE monitorcmd 00000000
392710 WRITE monitoraddr 0000743f
392711 WRITE monitorcmd 00000001
392712 WRITE monitorcmd 00000000
392726 WRITE monitoraddr 00007440
392727 WRITE monitorcmd 00000001
392728 WRITE monitorcmd 00000000
392742 WRITE monitoraddr 00007441
392743 WRITE monitorcmd 00000001
392744 WRITE monitorcmd 00000000
392758 WRITE monitoraddr 00007442
392759 WRITE monitorcmd 00000001
392760 WRITE monitorcmd 00000000
392774 WRITE monitoraddr 00007443
392775 WRITE monitorcmd 00000001
392776 WRITE monitorcmd 00000000
392790 WRITE monitoraddr 00007444
392791 WRITE monitorcmd 00000001
392792 WRITE monitorcmd 00000000
392806 WRITE monitoraddr 00007445
392807 WRITE monitorcmd 00000001
392808 WRITE monitorcmd 00000000
392822 WRITE monitoraddr 00007446
392823 WRITE monitorcmd 00000001
392824 WRITE monitorcmd 00000000
392838 WRITE monitoraddr 00007447
392839 WRITE monitorcmd 00000001
392840 WRITE monitorcmd 00000000
392854 WRITE monitoraddr 00007448
392855 WRITE monitorcmd 00000001
392856 WRITE monitorcmd 00000000
392870 WRITE monitoraddr 00007449
392871 WRITE monitorcmd 00000001
392872 WRITE monitorcmd 00000000
392886 WRITE monitoraddr 0000744a
392887 WRITE monitorcmd 00000001
392888 WRITE monitorcmd 00000000
392902 WRITE monitoraddr 0000744b
392903 WRITE monitorcmd 00000001
392904 WRITE monitorcmd 00000000
392918 WRITE monitoraddr 0000744c
392919 WRITE monitorcmd 00000001
392920 WRITE monitorcmd 00000000
392934 WRITE monitoraddr 0000744d
392935 WRITE monitorcmd 00000001
392936 WRITE monitorcmd 00000000
392950 WRITE monitoraddr 0000744e
392951 WRITE monitorcmd 00000001
392952 WRITE monitorcmd 00000000
392966 WRITE monitoraddr 0000744f
392967 WRITE monitorcmd 00000001
392968 WRITE monitorcmd 00000000
392982 WRITE monitoraddr 00007450
392983 WRITE monitorcmd 00000001
392984 WRITE monitorcmd 00000000
392998 WRITE monitoraddr 00007451
392999 WRITE monitorcmd 00000001
393000 WRITE monitorcmd 00000000
393014 WRITE monitoraddr 00007452
393015 WRITE monitorcmd 00000001
393016 WRITE monitorcmd 00000000
393030 WRITE monitoraddr 00007453
393031 WRITE monitorcmd 00000001
393032 WRITE monitorcmd 00000000
393046 WRITE monitoraddr 00007454
393047 WRITE monitorcmd 00000001
393048 WRITE monitorcmd 00000000
393062 WRITE monitoraddr 00007455
393063 WRITE monitorcmd 00000001
393064 WRITE monitorcmd 00000000
393078 WRITE monitoraddr 00007456
393079 WRITE monitorcmd 00000001
393080 WRITE monitorcmd 00000000
393094 WRITE monitoraddr 00007457
393095 WRITE monitorcmd 00000001
393096 WRITE monitorcmd 00000000
393110 WRITE monitoraddr 00007458
393111 WRITE monitorcmd 00000001
393112 WRITE monitorcmd 00000000
393126 WRITE monitoraddr 00007459
393127 WRITE monitorcmd 00000001
393128 WRITE monitorcmd 00000000
393142 WRITE monitoraddr 0000745a
393143 WRITE monitorcmd 00000001
393144 WRITE monitorcmd 00000000
393158 WRITE monitoraddr 0000745b
393159 WRITE monitorcmd 00000001
393160 WRITE monitorcmd 00000000
393174 WRITE monitoraddr 0000745c
393175 WRITE monitorcmd 00000001
393176 WRITE monitorcmd 00000000
393190 WRITE monitoraddr 0000745d
393191 WRITE monitorcmd 00000001
393192 WRITE monitorcmd 00000000
393206 WRITE monitoraddr 0000745e
393207 WRITE monitorcmd 00000001
393208 WRITE monitorcmd 00000000
393222 WRITE monitoraddr 0000745f
393223 WRITE monitorcmd 00000001
393224 WRITE monitorcmd 00000000
393238 WRITE monitoraddr 00007460
393239 WRITE monitorcmd 00000001
393240 WRITE monitorcmd 00000000
393254 WRITE monitoraddr 00007461
393255 WRITE monitorcmd 00000001
393256 WRITE monitorcmd 00000000
393270 WRITE monitoraddr 00007462
393271 WRITE monitorcmd 00000001
393272 WRITE monitorcmd 00000000
393286 WRITE monitoraddr 00007463
393287 WRITE monitorcmd 00000001
393288 WRITE monitorcmd 00000000
393302 WRITE monitoraddr 00007464
393303 WRITE monitorcmd 00000001
393304 WRITE monitorcmd 00000000
393318 WRITE monitoraddr 00007465
393319 WRITE monitorcmd 00000001
393320 WRITE monitorcmd 00000000
393334 WRITE monitoraddr 00007466
393335 WRITE monitorcmd 00000001
393336 WRITE monitorcmd 00000000
393350 WRITE monitoraddr 00007467
393351 WRITE monitorcmd 00000001
393352 WRITE monitorcmd 00000000
393366 WRITE monitoraddr 00007468
393367 WRITE monitorcmd 00000001
393368 WRITE monitorcmd 00000000
393382 WRITE monitoraddr 00007469
393383 WRITE monitorcmd 00000001
393384 WRITE monitorcmd 00000000
393398 WRITE monitoraddr 0000746a
393399 WRITE monitorcmd 00000001
393400 WRITE monitorcmd 00000000
393414 WRITE monitoraddr 0000746b
393415 WRITE monitorcmd 00000001
393416 WRITE monitorcmd 00000000
393430 WRITE monitoraddr 0000746c
393431 WRITE monitorcmd 00000001
393432 WRITE monitorcmd 00000000
393446 WRITE monitoraddr 0000746d
393447 WRITE monitorcmd 00000001
393448 WRITE monitorcmd 00000000
393462 WRITE monitoraddr 0000746e
393463 WRITE monitorcmd 00000001
393464 WRITE monitorcmd 00000000
393478 WRITE monitoraddr 0000746f
393479 WRITE monitorcmd 00000001
393480 WRITE monitorcmd 00000000
393494 WRITE monitoraddr 00007470
393495 WRITE monitorcmd 00000001
393496 WRITE monitorcmd 00000000
393510 WRITE monitoraddr 00007471
393511 WRITE monitorcmd 00000001
393512 WRITE monitorcmd 00000000
393526 WRITE monitoraddr 00007472
393527 WRITE monitorcmd 00000001
393528 WRITE monitorcmd 00000000
393542 WRITE monitoraddr 00007473
393543 WRITE monitorcmd 00000001
393544 WRITE monitorcmd 00000000
393558 WRITE monitoraddr 00007474
393559 WRITE monitorcmd 00000001
393560 WRITE monitorcmd 00000000
393574 WRITE monitoraddr 00007475
393575 WRITE monitorcmd 00000001
393576 WRITE monitorcmd 00000000
393590 WRITE monitoraddr 00007476
393591 WRITE monitorcmd 00000001
393592 WRITE monitorcmd 00000000
393606 WRITE monitoraddr 00007477
393607 WRITE monitorcmd 00000001
393608 WRITE monitorcmd 00000000
393622 WRITE monitoraddr 00007478
393623 WRITE monitorcmd 00000001
393624 WRITE monitorcmd 00000000
393638 WRITE monitoraddr 00007479
393639 WRITE monitorcmd 00000001
393640 WRITE monitorcmd 00000000
393654 WRITE monitoraddr 0000747a
393655 WRITE monitorcmd 00000001
393656 WRITE monitorcmd 00000000
393670 WRITE monitoraddr 0000747b
393671 WRITE monitorcmd 00000001
393672 WRITE monitorcmd 00000000
393686 WRITE monitoraddr 0000747c
393687 WRITE monitorcmd 00000001
393688 WRITE monitorcmd 00000000
393702 WRITE monitoraddr 0000747d
393703 WRITE monitorcmd 00000001
393704 WRITE monitorcmd 00000000
393718 WRITE monitoraddr 0000747e
393719 WRITE monitorcmd 00000001
393720 WRITE monitorcmd 00000000
393734 WRITE monitoraddr 0000747f
393735 WRITE monitorcmd 00000001
393736 WRITE monitorcmd 00000000
393750 WRITE monitoraddr 00007480
393751 WRITE monitorcmd 00000001
393752 WRITE monitorcmd 00000000
393766 WRITE monitoraddr 00007481
393767 WRITE monitorcmd 00000001
393768 WRITE monitorcmd 00000000
393782 WRITE monitoraddr 00007482
393783 WRITE monitorcmd 00000001
393784 WRITE monitorcmd 00000000
393798 WRITE monitoraddr 00007483
393799 WRITE monitorcmd 00000001
393800 WRITE monitorcmd 00000000
393814 WRITE monitoraddr 00007484
393815 WRITE monitorcmd 00000001
393816 WRITE monitorcmd 00000000
393830 WRITE monitoraddr 00007485
393831 WRITE monitorcmd 00000001
393832 WRITE monitorcmd 00000000
393846 WRITE monitoraddr 00007486
393847 WRITE monitorcmd 00000001
393848 WRITE monitorcmd 00000000
393862 WRITE monitoraddr 00007487
393863 WRITE monitorcmd 00000001
393864 WRITE monitorcmd 00000000
393878 WRITE monitoraddr 00007488
393879 WRITE monitorcmd 00000001
393880 WRITE monitorcmd 00000000
393894 WRITE monitoraddr 00007489
393895 WRITE monitorcmd 00000001
393896 WRITE monitorcmd 00000000
393910 WRITE monitoraddr 0000748a
393911 WRITE monitorcmd 00000001
393912 WRITE monitorcmd 00000000
393926 WRITE monitoraddr 0000748b
393927 WRITE monitorcmd 00000001
393928 WRITE monitorcmd 00000000
393942 WRITE monitoraddr 0000748c
393943 WRITE monitorcmd 00000001
393944 WRITE monitorcmd 00000000
393958 WRITE monitoraddr 0000748d
393959 WRITE monitorcmd 00000001
393960 WRITE monitorcmd 00000000
393974 WRITE monitoraddr 0000748e
393975 WRITE monitorcmd 00000001
393976 WRITE monitorcmd 00000000
393990 WRITE monitoraddr 0000748f
393991 WRITE monitorcmd 00000001
393992 WRITE monitorcmd 00000000
394006 WRITE monitoraddr 00007490
394007 WRITE monitorcmd 00000001
394008 WRITE monitorcmd 00000000
394022 WRITE monitoraddr 00007491
394023 WRITE monitorcmd 00000001
394024 WRITE monitorcmd 00000000
394038 WRITE monitoraddr 00007492
394039 WRITE monitorcmd 00000001
394040 WRITE monitorcmd 00000000
394054 WRITE monitoraddr 00007493
394055 WRITE monitorcmd 00000001
394056 WRITE monitorcmd 00000000
394070 WRITE monitoraddr 00007494
394071 WRITE monitorcmd 00000001
394072 WRITE monitorcmd 00000000
394086 WRITE monitoraddr 00007495
394087 WRITE monitorcmd 00000001
394088 WRITE monitorcmd 00000000
394102 WRITE monitoraddr 00007496
394103 WRITE monitorcmd 00000001
394104 WRITE monitorcmd 00000000
394118 WRITE monitoraddr 00007497
394119 WRITE monitorcmd 00000001
394120 WRITE monitorcmd 00000000
394134 WRITE monitoraddr 00007498
394135 WRITE monitorcmd 00000001
394136 WRITE monitorcmd 00000000
394150 WRITE monitoraddr 00007499
394151 WRITE monitorcmd 00000001
394152 WRITE monitorcmd 00000000
394166 WRITE monitoraddr 0000749a
394167 WRITE monitorcmd 00000001
394168 WRITE monitorcmd 00000000
394182 WRITE monitoraddr 0000749b
394183 WRITE monitorcmd 00000001
394184 WRITE monitorcmd 00000000
394198 WRITE monitoraddr 0000749c
394199 WRITE monitorcmd 00000001
394200 WRITE monitorcmd 00000000
394214 WRITE monitoraddr 0000749d
394215 WRITE monitorcmd 00000001
394216 WRITE monitorcmd 00000000
394230 WRITE monitoraddr 0000749e
394231 WRITE monitorcmd 00000001
394232 WRITE monitorcmd 00000000
394246 WRITE monitoraddr 0000749f
394247 WRITE monitorcmd 00000001
394248 WRITE monitorcmd 00000000
394262 WRITE monitoraddr 000074a0
394263 WRITE monitorcmd 00000001
394264 WRITE monitorcmd 00000000
394278 WRITE monitoraddr 000074a1
394279 WRITE monitorcmd 00000001
394280 WRITE monitorcmd 00000000
394294 WRITE monitoraddr 000074a2
394295 WRITE monitorcmd 00000001
394296 WRITE monitorcmd 00000000
394310 WRITE monitoraddr 000074a3
394311 WRITE monitorcmd 00000001
394312 WRITE monitorcmd 00000000
394326 WRITE monitoraddr 000074a4
394327 WRITE monitorcmd 00000001
394328 WRITE monitorcmd 00000000
394342 WRITE monitoraddr 000074a5
394343 WRITE monitorcmd 00000001
394344 WRITE monitorcmd 00000000
394358 WRITE monitoraddr 000074a6
394359 WRITE monitorcmd 00000001
394360 WRITE monitorcmd 00000000
394374 WRITE monitoraddr 000074a7
394375 WRITE monitorcmd 00000001
394376 WRITE monitorcmd 00000000
394390 WRITE monitoraddr 000074a8
394391 WRITE monitorcmd 00000001
394392 WRITE monitorcmd 00000000
394406 WRITE monitoraddr 000074a9
394407 WRITE monitorcmd 00000001
394408 WRITE monitorcmd 00000000
394422 WRITE monitoraddr 000074aa
394423 WRITE monitorcmd 00000001
394424 WRITE monitorcmd 00000000
394438 WRITE monitoraddr 000074ab
394439 WRITE monitorcmd 00000001
394440 WRITE monitorcmd 00000000
394454 WRITE monitoraddr 000074ac
394455 WRITE monitorcmd 00000001
394456 WRITE monitorcmd 00000000
394470 WRITE monitoraddr 000074ad
394471 WRITE monitorcmd 00000001
394472 WRITE monitorcmd 00000000
394486 WRITE monitoraddr 000074ae
394487 WRITE monitorcmd 00000001
394488 WRITE monitorcmd 00000000
394502 WRITE monitoraddr 000074af
394503 WRITE monitorcmd 00000001
394504 WRITE monitorcmd 00000000
394518 WRITE monitoraddr 000074b0
394519 WRITE monitorcmd 00000001
394520 WRITE monitorcmd 00000000
394534 WRITE monitoraddr 000074b1
394535 WRITE monitorcmd 00000001
394536 WRITE monitorcmd 00000000
394550 WRITE monitoraddr 000074b2
394551 WRITE monitorcmd 00000001
394552 WRITE monitorcmd 00000000
394566 WRITE monitoraddr 000074b3
394567 WRITE monitorcmd 00000001
394568 WRITE monitorcmd 00000000
394582 WRITE monitoraddr 000074b4
394583 WRITE monitorcmd 00000001
394584 WRITE monitorcmd 00000000
394598 WRITE monitoraddr 000074b5
394599 WRITE monitorcmd 00000001
394600 WRITE monitorcmd 00000000
394614 WRITE monitoraddr 000074b6
394615 WRITE monitorcmd 00000001
394616 WRITE monitorcmd 00000000
394630 WRITE monitoraddr 000074b7
394631 WRITE monitorcmd 00000001
394632 WRITE monitorcmd 00000000
394646 WRITE monitoraddr 000074b8
394647 WRITE monitorcmd 00000001
394648 WRITE monitorcmd 00000000
394662 WRITE monitoraddr 000074b9
394663 WRITE monitorcmd 00000001
394664 WRITE monitorcmd 00000000
394678 WRITE monitoraddr 000074ba
394679 WRITE monitorcmd 00000001
394680 WRITE monitorcmd 00000000
394694 WRITE monitoraddr 000074bb
394695 WRITE monitorcmd 00000001
394696 WRITE monitorcmd 00000000
394710 WRITE monitoraddr 000074bc
394711 WRITE monitorcmd 00000001
394712 WRITE monitorcmd 00000000
394726 WRITE monitoraddr 000074bd
394727 WRITE monitorcmd 00000001
394728 WRITE monitorcmd 00000000
394742 WRITE monitoraddr 000074be
394743 WRITE monitorcmd 00000001
394744 WRITE monitorcmd 00000000
394758 WRITE monitoraddr 000074bf
394759 WRITE monitorcmd 00000001
394760 WRITE monitorcmd 00000000
394774 WRITE monitoraddr 000074c0
394775 WRITE monitorcmd 00000001
394776 WRITE monitorcmd 00000000
394790 WRITE monitoraddr 000074c1
394791 WRITE monitorcmd 00000001
394792 WRITE monitorcmd 00000000
394806 WRITE monitoraddr 000074c2
394807 WRITE monitorcmd 00000001
394808 WRITE monitorcmd 00000000
394822 WRITE monitoraddr 000074c3
394823 WRITE monitorcmd 00000001
394824 WRITE monitorcmd 00000000
394838 WRITE monitoraddr 000074c4
394839 WRITE monitorcmd 00000001
394840 WRITE monitorcmd 00000000
394854 WRITE monitoraddr 000074c5
394855 WRITE monitorcmd 00000001
394856 WRITE monitorcmd 00000000
394870 WRITE monitoraddr 000074c6
394871 WRITE monitorcmd 00000001
394872 WRITE monitorcmd 00000000
394886 WRITE monitoraddr 000074c7
394887 WRITE monitorcmd 00000001
394888 WRITE monitorcmd 00000000
394902 WRITE monitoraddr 000074c8
394903 WRITE monitorcmd 00000001
394904 WRITE monitorcmd 00000000
394918 WRITE monitoraddr 000074c9
394919 WRITE monitorcmd 00000001
394920 WRITE monitorcmd 00000000
394934 WRITE monitoraddr 000074ca
394935 WRITE monitorcmd 00000001
394936 WRITE monitorcmd 00000000
394950 WRITE monitoraddr 000074cb
394951 WRITE monitorcmd 00000001
394952 WRITE monitorcmd 00000000
394966 WRITE monitoraddr 000074cc
394967 WRITE monitorcmd 00000001
394968 WRITE monitorcmd 00000000
394982 WRITE monitoraddr 000074cd
394983 WRITE monitorcmd 00000001
394984 WRITE monitorcmd 00000000
394998 WRITE monitoraddr 000074ce
394999 WRITE monitorcmd 00000001
395000 WRITE monitorcmd 00000000
395014 WRITE monitoraddr 000074cf
395015 WRITE monitorcmd 00000001
395016 WRITE monitorcmd 00000000
395030 WRITE monitoraddr 000074d0
395031 WRITE monitorcmd 00000001
395032 WRITE monitorcmd 00000000
395046 WRITE monitoraddr 000074d1
395047 WRITE monitorcmd 00000001
395048 WRITE monitorcmd 00000000
395062 WRITE monitoraddr 000074d2
395063 WRITE monitorcmd 00000001
395064 WRITE monitorcmd 00000000
395078 WRITE monitoraddr 000074d3
395079 WRITE monitorcmd 00000001
395080 WRITE monitorcmd 00000000
395094 WRITE monitoraddr 000074d4
395095 WRITE monitorcmd 00000001
395096 WRITE monitorcmd 00000000
395110 WRITE monitoraddr 000074d5
395111 WRITE monitorcmd 00000001
395112 WRITE monitorcmd 00000000
395126 WRITE monitoraddr 000074d6
395127 WRITE monitorcmd 00000001
395128 WRITE monitorcmd 00000000
395142 WRITE monitoraddr 000074d7
395143 WRITE monitorcmd 00000001
395144 WRITE monitorcmd 00000000
395158 WRITE monitoraddr 000074d8
395159 WRITE monitorcmd 00000001
395160 WRITE monitorcmd 00000000
395174 WRITE monitoraddr 000074d9
395175 WRITE monitorcmd 00000001
395176 WRITE monitorcmd 00000000
395190 WRITE monitoraddr 000074da
395191 WRITE monitorcmd 00000001
395192 WRITE monitorcmd 00000000
395206 WRITE monitoraddr 000074db
395207 WRITE monitorcmd 00000001
395208 WRITE monitorcmd 00000000
395222 WRITE monitoraddr 000074dc
395223 WRITE monitorcmd 00000001
395224 WRITE monitorcmd 00000000
395238 WRITE monitoraddr 000074dd
395239 WRITE monitorcmd 00000001
395240 WRITE monitorcmd 00000000
395254 WRITE monitoraddr 000074de
395255 WRITE monitorcmd 00000001
395256 WRITE monitorcmd 00000000
395270 WRITE monitoraddr 000074df
395271 WRITE monitorcmd 00000001
395272 WRITE monitorcmd 00000000
395286 WRITE monitoraddr 000074e0
395287 WRITE monitorcmd 00000001
395288 WRITE monitorcmd 00000000
395302 WRITE monitoraddr 000074e1
395303 WRITE monitorcmd 00000001
395304 WRITE monitorcmd 00000000
395318 WRITE monitoraddr 000074e2
395319 WRITE monitorcmd 00000001
395320 WRITE monitorcmd 00000000
395334 WRITE monitoraddr 000074e3
395335 WRITE monitorcmd 00000001
395336 WRITE monitorcmd 00000000
395969 WRITE monitoraddr 0000751d
395970 WRITE monitorcmd 00000001
395971 WRITE monitorcmd 00000000
395985 WRITE monitoraddr 0000751e
395986 WRITE monitorcmd 00000001
395987 WRITE monitorcmd 00000000
396001 WRITE monitoraddr 0000751f
396002 WRITE monitorcmd 00000001
396003 WRITE monitorcmd 00000000
396017 WRITE monitoraddr 00007520
396018 WRITE monitorcmd 00000001
396019 WRITE monitorcmd 00000000
396033 WRITE monitoraddr 00007521
396034 WRITE monitorcmd 00000001
396035 WRITE monitorcmd 00000000
396049 WRITE monitoraddr 00007522
396050 WRITE monitorcmd 00000001
396051 WRITE monitorcmd 00000000
396065 WRITE monitoraddr 00007523
396066 WRITE monitorcmd 00000001
396067 WRITE monitorcmd 00000000
396081 WRITE monitoraddr 00007524
396082 WRITE monitorcmd 00000001
396083 WRITE monitorcmd 00000000
396097 WRITE monitoraddr 00007525
396098 WRITE monitorcmd 00000001
396099 WRITE monitorcmd 00000000
396113 WRITE monitoraddr 00007526
396114 WRITE monitorcmd 00000001
396115 WRITE monitorcmd 00000000
396129 WRITE monitoraddr 00007527
396130 WRITE monitorcmd 00000001
396131 WRITE monitorcmd 00000000
396145 WRITE monitoraddr 00007528
396146 WRITE monitorcmd 00000001
396147 WRITE monitorcmd 00000000
396161 WRITE monitoraddr 00007529
396162 WRITE monitorcmd 00000001
396163 WRITE monitorcmd 00000000
396177 WRITE monitoraddr 0000752a
396178 WRITE monitorcmd 00000001
396179 WRITE monitorcmd 00000000
396193 WRITE monitoraddr 0000752b
396194 WRITE monitorcmd 00000001
396195 WRITE monitorcmd 00000000
396209 WRITE monitoraddr 0000752c
396210 WRITE monitorcmd 00000001
396211 WRITE monitorcmd 00000000
396225 WRITE monitoraddr 0000752d
396226 WRITE monitorcmd 00000001
396227 WRITE monitorcmd 00000000
396241 WRITE monitoraddr 0000752e
396242 WRITE monitorcmd 00000001
396243 WRITE monitorcmd 00000000
396257 WRITE monitoraddr 0000752f
396258 WRITE monitorcmd 00000001
396259 WRITE monitorcmd 00000000
396273 WRITE monitoraddr 00007530
396274 WRITE monitorcmd 00000001
396275 WRITE monitorcmd 00000000
396289 WRITE monitoraddr 00007531
396290 WRITE monitorcmd 00000001
396291 WRITE monitorcmd 00000000
396305 WRITE monitoraddr 00007532
396306 WRITE monitorcmd 00000001
396307 WRITE monitorcmd 00000000
396321 WRITE monitoraddr 00007533
396322 WRITE monitorcmd 00000001
396323 WRITE monitorcmd 00000000
396337 WRITE monitoraddr 00007534
396338 WRITE monitorcmd 00000001
396339 WRITE monitorcmd 00000000
396353 WRITE monitoraddr 00007535
396354 WRITE monitorcmd 00000001
396355 WRITE monitorcmd 00000000
396369 WRITE monitoraddr 00007536
396370 WRITE monitorcmd 00000001
396371 WRITE monitorcmd 00000000
396385 WRITE monitoraddr 00007537
396386 WRITE monitorcmd 00000001
396387 WRITE monitorcmd 00000000
396401 WRITE monitoraddr 00007538
396402 WRITE monitorcmd 00000001
396403 WRITE monitorcmd 00000000
396417 WRITE monitoraddr 00007539
396418 WRITE monitorcmd 00000001
396419 WRITE monitorcmd 00000000
396433 WRITE monitoraddr 0000753a
396434 WRITE monitorcmd 00000001
396435 WRITE monitorcmd 00000000
396449 WRITE monitoraddr 0000753b
396450 WRITE monitorcmd 00000001
396451 WRITE monitorcmd 00000000
396465 WRITE monitoraddr 0000753c
396466 WRITE monitorcmd 00000001
396467 WRITE monitorcmd 00000000
396481 WRITE monitoraddr 0000753d
396482 WRITE monitorcmd 00000001
396483 WRITE monitorcmd 00000000
396497 WRITE monitoraddr 0000753e
396498 WRITE monitorcmd 00000001
396499 WRITE monitorcmd 00000000
396513 WRITE monitoraddr 0000753f
396514 WRITE monitorcmd 00000001
396515 WRITE monitorcmd 00000000
396529 WRITE monitoraddr 00007540
396530 WRITE monitorcmd 00000001
396531 WRITE monitorcmd 00000000
396545 WRITE monitoraddr 00007541
396546 WRITE monitorcmd 00000001
396547 WRITE monitorcmd 00000000
396561 WRITE monitoraddr 00007542
396562 WRITE monitorcmd 00000001
396563 WRITE monitorcmd 00000000
396577 WRITE monitoraddr 00007543
396578 WRITE monitorcmd 00000001
396579 WRITE monitorcmd 00000000
396593 WRITE monitoraddr 00007544
396594 WRITE monitorcmd 00000001
396595 WRITE monitorcmd 00000000
396609 WRITE monitoraddr 00007545
396610 WRITE monitorcmd 00000001
396611 WRITE monitorcmd 00000000
396625 WRITE monitoraddr 00007546
396626 WRITE monitorcmd 00000001
396627 WRITE monitorcmd 00000000
396641 WRITE monitoraddr 00007547
396642 WRITE monitorcmd 00000001
396643 WRITE monitorcmd 00000000
396657 WRITE monitoraddr 00007548
396658 WRITE monitorcmd 00000001
396659 WRITE monitorcmd 00000000
396673 WRITE monitoraddr 00007549
396674 WRITE monitorcmd 00000001
396675 WRITE monitorcmd 00000000
396689 WRITE monitoraddr 0000754a
396690 WRITE monitorcmd 00000001
396691 WRITE monitorcmd 00000000
396705 WRITE monitoraddr 0000754b
396706 WRITE monitorcmd 00000001
396707 WRITE monitorcmd 00000000
396721 WRITE monitoraddr 0000754c
396722 WRITE monitorcmd 00000001
396723 WRITE monitorcmd 00000000
396737 WRITE monitoraddr 0000754d
396738 WRITE monitorcmd 00000001
396739 WRITE monitorcmd 00000000
396753 WRITE monitoraddr 0000754e
396754 WRITE monitorcmd 00000001
396755 WRITE monitorcmd 00000000
396769 WRITE monitoraddr 0000754f
396770 WRITE monitorcmd 00000001
396771 WRITE monitorcmd 00000000
396785 WRITE monitoraddr 00007550
396786 WRITE monitorcmd 00000001
396787 WRITE monitorcmd 00000000
396801 WRITE monitoraddr 00007551
396802 WRITE monitorcmd 00000001
396803 WRITE monitorcmd 00000000
396817 WRITE monitoraddr 00007552
396818 WRITE monitorcmd 00000001
396819 WRITE monitorcmd 00000000
396833 WRITE monitoraddr 00007553
396834 WRITE monitorcmd 00000001
396835 WRITE monitorcmd 00000000
396849 WRITE monitoraddr 00007554
396850 WRITE monitorcmd 00000001
396851 WRITE monitorcmd 00000000
396865 WRITE monitoraddr 00007555
396866 WRITE monitorcmd 00000001
396867 WRITE monitorcmd 00000000
396881 WRITE monitoraddr 00007556
396882 WRITE monitorcmd 00000001
396883 WRITE monitorcmd 00000000
396897 WRITE monitoraddr 00007557
396898 WRITE monitorcmd 00000001
396899 WRITE monitorcmd 00000000
396913 WRITE monitoraddr 00007558
396914 WRITE monitorcmd 00000001
396915 WRITE monitorcmd 00000000
396929 WRITE monitoraddr 00007559
396930 WRITE monitorcmd 00000001
396931 WRITE monitorcmd 00000000
396945 WRITE monitoraddr 0000755a
396946 WRITE monitorcmd 00000001
396947 WRITE monitorcmd 00000000
396961 WRITE monitoraddr 0000755b
396962 WRITE monitorcmd 00000001
396963 WRITE monitorcmd 00000000
396977 WRITE monitoraddr 0000755c
396978 WRITE monitorcmd 00000001
396979 WRITE monitorcmd 00000000
396993 WRITE monitoraddr 0000755d
396994 WRITE monitorcmd 00000001
396995 WRITE monitorcmd 00000000
397009 WRITE monitoraddr 0000755e
397010 WRITE monitorcmd 00000001
397011 WRITE monitorcmd 00000000
397025 WRITE monitoraddr 0000755f
397026 WRITE monitorcmd 00000001
397027 WRITE monitorcmd 00000000
397041 WRITE monitoraddr 00007560
397042 WRITE monitorcmd 00000001
397043 WRITE monitorcmd 00000000
397057 WRITE monitoraddr 00007561
397058 WRITE monitorcmd 00000001
397059 WRITE monitorcmd 00000000
397073 WRITE monitoraddr 00007562
397074 WRITE monitorcmd 00000001
397075 WRITE monitorcmd 00000000
397089 WRITE monitoraddr 00007563
397090 WRITE monitorcmd 00000001
397091 WRITE monitorcmd 00000000
397105 WRITE monitoraddr 00007564
397106 WRITE monitorcmd 00000001
397107 WRITE monitorcmd 00000000
397121 WRITE monitoraddr 00007565
397122 WRITE monitorcmd 00000001
397123 WRITE monitorcmd 00000000
397137 WRITE monitoraddr 00007566
397138 WRITE monitorcmd 00000001
397139 WRITE monitorcmd 00000000
397153 WRITE monitoraddr 00007567
397154 WRITE monitorcmd 00000001
397155 WRITE monitorcmd 00000000
397169 WRITE monitoraddr 00007568
397170 WRITE monitorcmd 00000001
397171 WRITE monitorcmd 00000000
397185 WRITE monitoraddr 00007569
397186 WRITE monitorcmd 00000001
397187 WRITE monitorcmd 00000000
397201 WRITE monitoraddr 0000756a
397202 WRITE monitorcmd 00000001
397203 WRITE monitorcmd 00000000
397217 WRITE monitoraddr 0000756b
397218 WRITE monitorcmd 00000001
397219 WRITE monitorcmd 00000000
397233 WRITE monitoraddr 0000756c
397234 WRITE monitorcmd 00000001
397235 WRITE monitorcmd 00000000
397249 WRITE monitoraddr 0000756d
397250 WRITE monitorcmd 00000001
397251 WRITE monitorcmd 00000000
397265 WRITE monitoraddr 0000756e
397266 WRITE monitorcmd 00000001
397267 WRITE monitorcmd 00000000
397281 WRITE monitoraddr 0000756f
397282 WRITE monitorcmd 00000001
397283 WRITE monitorcmd 00000000
397297 WRITE monitoraddr 00007570
397298 WRITE monitorcmd 00000001
397299 WRITE monitorcmd 00000000
397313 WRITE monitoraddr 00007571
397314 WRITE monitorcmd 00000001
397315 WRITE monitorcmd 00000000
397329 WRITE monitoraddr 00007572
397330 WRITE monitorcmd 00000001
397331 WRITE monitorcmd 00000000
397345 WRITE monitoraddr 00007573
397346 WRITE monitorcmd 00000001
397347 WRITE monitorcmd 00000000
397361 WRITE monitoraddr 00007574
